"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.prompt","Input.response","Input.aspect","Input.definition","Input.setting","Answer.1Neutral.0","Answer.1Somewhat Agree.1","Answer.1Somewhat Disagree.-1","Answer.1Strongly Agree.2","Answer.1Strongly Disagree.-2","Answer.Others","Approve","Reject"
"307FVKVSZ02FNRU0LWH54OGY09674B","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:35 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:35 PDT 2022","","","32AT8R96GVW3A761E7B0135D7XNSUM","A1OWM3QO7QAKBN","Submitted","Sat Sep 10 10:36:12 PDT 2022","Sat Sep 10 10:38:02 PDT 2022","Thu Sep 15 10:38:02 PDT 2022","","","","110","100% (17/17)","100% (17/17)","0% (0/0)","Write a <b>humorous</b> passage about love:","Love is like a fart. If you have to force it, it’s probably not worth it.","Tone","humorous tone: A humorous tone is a light, playful, and funny.","demonstration","false","true","false","false","false",""
"307FVKVSZ02FNRU0LWH54OGY09674B","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:35 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:35 PDT 2022","","","36PW28KO49JILFNL77A4CLP4Z3JEAS","A2HM35CWB7IIFM","Submitted","Sat Sep 10 10:12:15 PDT 2022","Sat Sep 10 10:13:12 PDT 2022","Thu Sep 15 10:13:12 PDT 2022","","","","57","100% (25/25)","100% (11/11)","0% (0/0)","Write a <b>humorous</b> passage about love:","Love is like a fart. If you have to force it, it’s probably not worth it.","Tone","humorous tone: A humorous tone is a light, playful, and funny.","demonstration","false","false","false","true","false","gross imagery, but funny"
"307FVKVSZ02FNRU0LWH54OGY09674B","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:35 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:35 PDT 2022","","","3ERMJ6L4D8FYE1H0H2M3F2SN7X77MM","A9HQ3E0F2AGVO","Submitted","Sat Sep 10 10:26:37 PDT 2022","Sat Sep 10 10:34:15 PDT 2022","Thu Sep 15 10:34:15 PDT 2022","","","","458","98% (130/132)","100% (89/89)","0% (0/0)","Write a <b>humorous</b> passage about love:","Love is like a fart. If you have to force it, it’s probably not worth it.","Tone","humorous tone: A humorous tone is a light, playful, and funny.","demonstration","false","false","false","true","false",""
"307L9TDWK7FJ8G3J1PTBQGAIMOFN3H","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:38 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:38 PDT 2022","","","3WMINLGALLQ3OH37BG49MXP1ERAACZ","A1OWM3QO7QAKBN","Submitted","Sat Sep 10 10:35:57 PDT 2022","Sat Sep 10 10:36:28 PDT 2022","Thu Sep 15 10:36:28 PDT 2022","","","","31","100% (17/17)","100% (17/17)","0% (0/0)","Write a <b>fast-paced</b> story about lovers:","The lovers were on the run. They had been caught in a forbidden embrace and now they were being chased by an angry mob. They ran through the streets, their hearts pounding in their chests. <br><br>The mob was close behind them, throwing stones and shouting. The lovers were terrified. They had nowhere to go and no one to help them. <br><br>Suddenly, the lovers came to a dead end. They were trapped. The mob was closing in on them, their faces twisted in anger. <br><br>The lovers hugged each other tightly, knowing this was the end. They kissed one last time, then prepared to meet their fate.","Pacing","fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.","explanation","false","true","false","false","false",""
"307L9TDWK7FJ8G3J1PTBQGAIMOFN3H","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:38 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:38 PDT 2022","","","3CFJTT4SX3DCIIR9WNOBN9L6QOK7I3","A2UIGDOLX5RV95","Submitted","Sat Sep 10 10:08:10 PDT 2022","Sat Sep 10 10:09:41 PDT 2022","Thu Sep 15 10:09:41 PDT 2022","","","","91","0% (0/0)","0% (0/0)","0% (0/0)","Write a <b>fast-paced</b> story about lovers:","The lovers were on the run. They had been caught in a forbidden embrace and now they were being chased by an angry mob. They ran through the streets, their hearts pounding in their chests. <br><br>The mob was close behind them, throwing stones and shouting. The lovers were terrified. They had nowhere to go and no one to help them. <br><br>Suddenly, the lovers came to a dead end. They were trapped. The mob was closing in on them, their faces twisted in anger. <br><br>The lovers hugged each other tightly, knowing this was the end. They kissed one last time, then prepared to meet their fate.","Pacing","fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.","explanation","false","false","false","true","false",""
"307L9TDWK7FJ8G3J1PTBQGAIMOFN3H","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:38 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:38 PDT 2022","","","3GNCZX450SAMI6CBGLQF6XO8DAJPAM","A3FIIXR4RLHBN8","Submitted","Sat Sep 10 09:56:29 PDT 2022","Sat Sep 10 09:56:42 PDT 2022","Thu Sep 15 09:56:42 PDT 2022","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","Write a <b>fast-paced</b> story about lovers:","The lovers were on the run. They had been caught in a forbidden embrace and now they were being chased by an angry mob. They ran through the streets, their hearts pounding in their chests. <br><br>The mob was close behind them, throwing stones and shouting. The lovers were terrified. They had nowhere to go and no one to help them. <br><br>Suddenly, the lovers came to a dead end. They were trapped. The mob was closing in on them, their faces twisted in anger. <br><br>The lovers hugged each other tightly, knowing this was the end. They kissed one last time, then prepared to meet their fate.","Pacing","fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.","explanation","false","true","false","false","false",""
"3087LXLJ7V3B3WR5KESFGD32HL9F07","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:39 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:39 PDT 2022","","","3E7TUJ2EGM9ZOQZGJ6LKA8WZT94D9N","A1OWM3QO7QAKBN","Submitted","Sat Sep 10 10:36:14 PDT 2022","Sat Sep 10 10:38:35 PDT 2022","Thu Sep 15 10:38:35 PDT 2022","","","","141","100% (17/17)","100% (17/17)","0% (0/0)","Write a story about lovers with <b>indirect</b> characterization:","Though they had only been dating for a few months, John and Maria were already head over heels in love with each other. They were always texting or calling each other, going on dates, and spending as much time together as they could.<br><br>One night, after a particularly romantic date, John walked Maria home. As they said goodnight, John looked into Maria's eyes and knew that he was going to spend the rest of his life with her.","Characterization","indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.","definition","false","false","false","true","false",""
"3087LXLJ7V3B3WR5KESFGD32HL9F07","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:39 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:39 PDT 2022","","","3RANCT1ZVP44TLPZ3LP5BEVD395BU8","A3T9WZOUQGE2UW","Submitted","Sat Sep 10 10:58:09 PDT 2022","Sat Sep 10 10:59:02 PDT 2022","Thu Sep 15 10:59:02 PDT 2022","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","Write a story about lovers with <b>indirect</b> characterization:","Though they had only been dating for a few months, John and Maria were already head over heels in love with each other. They were always texting or calling each other, going on dates, and spending as much time together as they could.<br><br>One night, after a particularly romantic date, John walked Maria home. As they said goodnight, John looked into Maria's eyes and knew that he was going to spend the rest of his life with her.","Characterization","indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.","definition","false","true","false","false","false","Story tells of thoughts and actions, but not speech or dialogue."
"3087LXLJ7V3B3WR5KESFGD32HL9F07","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:39 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:39 PDT 2022","","","3TR2532VIZHP9TXAVV4JTW0A8SW6JM","A87S18ZIX476Q","Submitted","Sat Sep 10 10:54:04 PDT 2022","Sat Sep 10 10:54:34 PDT 2022","Thu Sep 15 10:54:34 PDT 2022","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","Write a story about lovers with <b>indirect</b> characterization:","Though they had only been dating for a few months, John and Maria were already head over heels in love with each other. They were always texting or calling each other, going on dates, and spending as much time together as they could.<br><br>One night, after a particularly romantic date, John walked Maria home. As they said goodnight, John looked into Maria's eyes and knew that he was going to spend the rest of his life with her.","Characterization","indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.","definition","false","false","false","true","false","No failure"
"309D674SI885K7A5RSZ3SOEIBCECBF","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Sat Sep 10 09:51:40 PDT 2022","3","BatchId:4826213;OriginalHitTemplateId:928390917;","480","432000","Sat Sep 17 09:51:40 PDT 2022","","","3XUHV3NRVULXZJ262CRTPD6VZ5E5HX","A1OWM3QO7QAKBN","Submitted","Sat Sep 10 10:36:55 PDT 2022","Sat Sep 10 10:39:54 PDT 2022","Thu Sep 15 10:39:54 PDT 2022","","","","179","100% (17/17)","100% (17/17)","0% (0/0)","Write a story about lovers with a <b>""Tragedy""</b> plot:","Desdemona and Othello are madly in love with each other, but their love is doomed from the start. Othello is a Moor, and Desdemona is a Venetian noblewoman, so their relationship is not accepted by society. They elope and marry in secret, but their happiness is short-lived.<br><br>Othello is consumed by jealousy and paranoia, and he eventually murders Desdemona in a fit of rage. He realizes too late that he has destroyed the only thing he ever loved. Othello kills himself in despair, and Desdemona's death is mourned by all who knew her.","Plot","""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.","definition","false","false","false","true","false",""
