"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.prompt","Input.response","Input.aspect","Input.definition","Input.setting","Answer.1Neutral.0","Answer.1Somewhat Agree.1","Answer.1Somewhat Disagree.-1","Answer.1Strongly Agree.2","Answer.1Strongly Disagree.-2","Answer.Others","Approve","Reject"
"3ZQX1VYFUMSNRY91ELOKWMIZUTP8O8","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","3MHW492WWA00PRIWZ0PJLG8QZT3VMP","A2CFI1X8OKYIL2","Submitted","Tue Oct 11 12:36:43 PDT 2022","Tue Oct 11 12:43:04 PDT 2022","Sun Oct 16 12:43:04 PDT 2022","","","","381","100% (66/66)","0% (0/0)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","""The sun is a golden ball,<br>""slowly losing its strength,<br>""and leaving a blood-red trail in the sky.<br>The day is dying.""<br>The teacher said I was good.<br>But she didn't believe me.<br>I was in the 9th grade.<br>I had so many ideas.<br>I was a little like you.<br>But I would've liked you even if you hadn't been like me.<br>I was really in love.<br>I'll tell you about him.<br>His name was Vincent.<br>We met in a library.<br>He was reading a book about fishing.<br>I was reading a book about the factory where I was working.<br>We both left.<br>We were together all summer.<br>I was happy.<br>Then he had to go back to school.<br>I was in love with him, so I followed him.<br>You know the rest.<br>I came here.<br>You know, it's strange.<br>It was your story.<br>I wasn't in love with him.<br>I was in love with my idea of him.<br>I was in love with my Vincent.<br>But one day, I saw him.<br>This real Vincent.<br>I didn't recognize him.<br>I didn't understand any more.<br>I didn't understand why he did what he did.<br>I didn't understand anything.<br>And you know what?<br>Now, I","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","false","false","true","false",""
"3ZQX1VYFUMSNRY91ELOKWMIZUTP8O8","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","3H7XDTSHKMEDC6MFE7WKUD77AG1GWK","A3PUUVUDORJS8W","Submitted","Tue Oct 11 12:52:21 PDT 2022","Tue Oct 11 13:00:10 PDT 2022","Sun Oct 16 13:00:10 PDT 2022","","","","469","100% (128/128)","100% (23/23)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","""The sun is a golden ball,<br>""slowly losing its strength,<br>""and leaving a blood-red trail in the sky.<br>The day is dying.""<br>The teacher said I was good.<br>But she didn't believe me.<br>I was in the 9th grade.<br>I had so many ideas.<br>I was a little like you.<br>But I would've liked you even if you hadn't been like me.<br>I was really in love.<br>I'll tell you about him.<br>His name was Vincent.<br>We met in a library.<br>He was reading a book about fishing.<br>I was reading a book about the factory where I was working.<br>We both left.<br>We were together all summer.<br>I was happy.<br>Then he had to go back to school.<br>I was in love with him, so I followed him.<br>You know the rest.<br>I came here.<br>You know, it's strange.<br>It was your story.<br>I wasn't in love with him.<br>I was in love with my idea of him.<br>I was in love with my Vincent.<br>But one day, I saw him.<br>This real Vincent.<br>I didn't recognize him.<br>I didn't understand any more.<br>I didn't understand why he did what he did.<br>I didn't understand anything.<br>And you know what?<br>Now, I","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","false","true","false","false","Beginning yes, but the latter parts don’t fit."
"3ZQX1VYFUMSNRY91ELOKWMIZUTP8O8","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","34S9DKFK7DCNB3Y1GCR35U1KM0JNYU","AKQAI78JTXXC9","Submitted","Tue Oct 11 12:43:28 PDT 2022","Tue Oct 11 12:48:49 PDT 2022","Sun Oct 16 12:48:49 PDT 2022","","","","321","100% (149/149)","100% (2/2)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","""The sun is a golden ball,<br>""slowly losing its strength,<br>""and leaving a blood-red trail in the sky.<br>The day is dying.""<br>The teacher said I was good.<br>But she didn't believe me.<br>I was in the 9th grade.<br>I had so many ideas.<br>I was a little like you.<br>But I would've liked you even if you hadn't been like me.<br>I was really in love.<br>I'll tell you about him.<br>His name was Vincent.<br>We met in a library.<br>He was reading a book about fishing.<br>I was reading a book about the factory where I was working.<br>We both left.<br>We were together all summer.<br>I was happy.<br>Then he had to go back to school.<br>I was in love with him, so I followed him.<br>You know the rest.<br>I came here.<br>You know, it's strange.<br>It was your story.<br>I wasn't in love with him.<br>I was in love with my idea of him.<br>I was in love with my Vincent.<br>But one day, I saw him.<br>This real Vincent.<br>I didn't recognize him.<br>I didn't understand any more.<br>I didn't understand why he did what he did.<br>I didn't understand anything.<br>And you know what?<br>Now, I","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","true","false","false","false","false","truncated"
"3E9VAUV7C51D406IH6HWU4MWYROAYP","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","3E13VNJ1NXIY7WC77772MZUTTGQI1L","A35TF71Q0XO0PH","Submitted","Tue Oct 11 13:03:23 PDT 2022","Tue Oct 11 13:04:03 PDT 2022","Sun Oct 16 13:04:03 PDT 2022","","","","40","100% (16/16)","100% (16/16)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","the red light, the golden light, the rosy light, the crimson light, the purple light, the orange light, the golden light, the deep orange light, the golden light and the deep orange light, the orange light and the deep orange light, the golden light and the deep orange light.","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","true","false","false","false","inconsistency"
"3E9VAUV7C51D406IH6HWU4MWYROAYP","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","3GD6L00D32KK3F2YSM5UES1AAP41ME","A3PUUVUDORJS8W","Submitted","Tue Oct 11 13:00:28 PDT 2022","Tue Oct 11 13:01:42 PDT 2022","Sun Oct 16 13:01:42 PDT 2022","","","","74","100% (128/128)","100% (23/23)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","the red light, the golden light, the rosy light, the crimson light, the purple light, the orange light, the golden light, the deep orange light, the golden light and the deep orange light, the orange light and the deep orange light, the golden light and the deep orange light.","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","false","true","false","false","This is nonsensical even if parts of it such as ‘rosy light’ could be quite beautiful"
"3E9VAUV7C51D406IH6HWU4MWYROAYP","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","39ASUFLU67UUHSVEIH2IWT0262PXEA","AKQAI78JTXXC9","Submitted","Tue Oct 11 12:47:24 PDT 2022","Tue Oct 11 12:51:35 PDT 2022","Sun Oct 16 12:51:35 PDT 2022","","","","251","100% (149/149)","100% (2/2)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","the red light, the golden light, the rosy light, the crimson light, the purple light, the orange light, the golden light, the deep orange light, the golden light and the deep orange light, the orange light and the deep orange light, the golden light and the deep orange light.","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","false","true","false","false",""
"39XCQ6V3L7REFAKVGRVN32MH73U65F","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","3HFNH7HEMR18S9QT2YXE2OPLMFDQGJ","A2CFI1X8OKYIL2","Submitted","Tue Oct 11 12:36:50 PDT 2022","Tue Oct 11 12:44:03 PDT 2022","Sun Oct 16 12:44:03 PDT 2022","","","","433","100% (66/66)","0% (0/0)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","the sun, the earth, the sky, the<br>water, all seen through a dreamy atmosphere; add a few reminiscences of<br>the evening walks you have had with her, etc.","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","false","false","true","false",""
"39XCQ6V3L7REFAKVGRVN32MH73U65F","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","3WJ1OXY92K31CEDUU4O4KBTIUEQA8S","A35TF71Q0XO0PH","Submitted","Tue Oct 11 13:01:36 PDT 2022","Tue Oct 11 13:07:03 PDT 2022","Sun Oct 16 13:07:03 PDT 2022","","","","327","100% (16/16)","100% (16/16)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","the sun, the earth, the sky, the<br>water, all seen through a dreamy atmosphere; add a few reminiscences of<br>the evening walks you have had with her, etc.","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","true","false","false","false","inconsistency"
"39XCQ6V3L7REFAKVGRVN32MH73U65F","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","3NG53N1RL568ZIJWJN61A6IDT0K8P0","A3PUUVUDORJS8W","Submitted","Tue Oct 11 12:50:12 PDT 2022","Tue Oct 11 12:50:36 PDT 2022","Sun Oct 16 12:50:36 PDT 2022","","","","24","100% (128/128)","100% (23/23)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","the sun, the earth, the sky, the<br>water, all seen through a dreamy atmosphere; add a few reminiscences of<br>the evening walks you have had with her, etc.","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","true","false","false","false","the use of “etc” takes away from the sense of this being flowery."
"307L9TDWK7FJ8G3J1PTBQGAJOXS3NW","3EAACKBRWEDA5XHPTFVZOZ5BGH3NPJ","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.10","Tue Oct 11 12:35:59 PDT 2022","3","BatchId:4897840;OriginalHitTemplateId:928390917;","480","432000","Tue Oct 18 12:35:59 PDT 2022","","","3SLE99ER0X0LFKJ998ODS6ASB5GZBF","A3JZS32RQUWGJM","Submitted","Tue Oct 11 12:59:28 PDT 2022","Tue Oct 11 13:01:15 PDT 2022","Sun Oct 16 13:01:15 PDT 2022","","","","107","0% (0/0)","0% (0/0)","0% (0/0)","Write a <b>flowery</b> passage about sunsets:","Sunsets are so colorful and beautiful. They are the best at the end of the day. They are the last thing we see when we close our eyes. Sunsets are special because they are the only time we see the sky.<br>I love sunsets because they are so beautiful and special. Every sunset is special, but the sunset at the end of the day is really special. The sunsets are special because they are the last thing we see when we are looking at the sky.","Writing Style","flowery writing style: Flowery writing is filled with beautiful, poetic language. It often uses metaphors and similes to describe things in a creative, descriptive way.","BLOOM","false","true","false","false","false","Second to last sentence is incorrect/weird. Final sentence is repetitive."
