"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.prompt","Input.response","Input.aspect","Input.definition","Input.setting","Answer.1Neutral.0","Answer.1Somewhat Agree.1","Answer.1Somewhat Disagree.-1","Answer.1Strongly Agree.2","Answer.1Strongly Disagree.-2","Answer.Others","Approve","Reject"
"3BDORL6HLWUKFC0JD9TEI9XRQDWCRE","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","3L4PIM1GQ6X05ZZIZ3G54KLZHJ7RY4","A2HM35CWB7IIFM","Approved","Fri Oct 07 16:16:34 PDT 2022","Fri Oct 07 16:17:13 PDT 2022","Wed Oct 12 16:17:13 PDT 2022","Wed Oct 12 16:17:24 PDT 2022","","","39","100% (414/414)","100% (8/8)","100% (8/8)","Write a <b>formal</b> passage about love:","Love is the most beautiful thing in the world. It is the feeling that makes us feel alive and happy. Love is what makes us want to be better people. It is the thing that makes us happy when we are sad. Love is what makes us want to help others. Love is what makes us want to make the world a better place.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","false","false","false","true","The text is opinionated and subjective about love, and is feeling rather than dispassionate."
"3BDORL6HLWUKFC0JD9TEI9XRQDWCRE","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","3I0BTBYZAA2C55FJ5QXQKOKC8T7Y0C","A31P3ZS4NETEA5","Approved","Fri Oct 07 16:17:44 PDT 2022","Fri Oct 07 16:18:09 PDT 2022","Wed Oct 12 16:18:09 PDT 2022","Wed Oct 12 16:18:24 PDT 2022","","","25","100% (17/17)","100% (17/17)","100% (17/17)","Write a <b>formal</b> passage about love:","Love is the most beautiful thing in the world. It is the feeling that makes us feel alive and happy. Love is what makes us want to be better people. It is the thing that makes us happy when we are sad. Love is what makes us want to help others. Love is what makes us want to make the world a better place.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","false","false","false","true","no"
"3BDORL6HLWUKFC0JD9TEI9XRQDWCRE","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","3GDTJDAPV7SUTDV8HRMUJ83NIH5M8X","AKQAI78JTXXC9","Approved","Fri Oct 07 16:12:20 PDT 2022","Fri Oct 07 16:15:51 PDT 2022","Wed Oct 12 16:15:51 PDT 2022","Wed Oct 12 16:16:23 PDT 2022","","","211","100% (240/240)","100% (39/39)","100% (39/39)","Write a <b>formal</b> passage about love:","Love is the most beautiful thing in the world. It is the feeling that makes us feel alive and happy. Love is what makes us want to be better people. It is the thing that makes us happy when we are sad. Love is what makes us want to help others. Love is what makes us want to make the world a better place.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","false","true","false","false",""
"3J6BHNX0VL9HJCKFCFTVX85PUPGKNB","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","3GS6S824S3EB1WCQRVH0A3V95EINWD","A3PUUVUDORJS8W","Approved","Fri Oct 07 16:18:08 PDT 2022","Fri Oct 07 16:18:16 PDT 2022","Wed Oct 12 16:18:16 PDT 2022","Wed Oct 12 16:18:24 PDT 2022","","","8","100% (20/20)","100% (20/20)","100% (20/20)","Write a <b>formal</b> passage about love:","Love is one of the most powerful emotions that a human can experience. It can change the way a person thinks, feels, and behaves. Love can cause people to do things that they never thought possible. It is a very strong emotion that can have a major impact on a person's life.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","false","false","true","false",""
"3J6BHNX0VL9HJCKFCFTVX85PUPGKNB","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","3W92K5RLW7YUWI6FXLGIUKC97KH5VW","A9HQ3E0F2AGVO","Approved","Fri Oct 07 16:18:52 PDT 2022","Fri Oct 07 16:26:15 PDT 2022","Wed Oct 12 16:26:15 PDT 2022","Wed Oct 12 16:26:23 PDT 2022","","","443","100% (273/273)","100% (18/18)","100% (18/18)","Write a <b>formal</b> passage about love:","Love is one of the most powerful emotions that a human can experience. It can change the way a person thinks, feels, and behaves. Love can cause people to do things that they never thought possible. It is a very strong emotion that can have a major impact on a person's life.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","false","false","true","false",""
"3J6BHNX0VL9HJCKFCFTVX85PUPGKNB","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","374TNBHA8OC0TYKIMOR5ZUBULX4YQ9","AKQAI78JTXXC9","Approved","Fri Oct 07 16:09:26 PDT 2022","Fri Oct 07 16:11:42 PDT 2022","Wed Oct 12 16:11:42 PDT 2022","Wed Oct 12 16:12:22 PDT 2022","","","136","100% (240/240)","100% (39/39)","100% (39/39)","Write a <b>formal</b> passage about love:","Love is one of the most powerful emotions that a human can experience. It can change the way a person thinks, feels, and behaves. Love can cause people to do things that they never thought possible. It is a very strong emotion that can have a major impact on a person's life.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","true","false","false","false",""
"3BAWBGQGZXG6W2M4VCQD3KUGA8I7V9","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","3K4J6M3CXRA8KRS13M8D2UPLCJUAGI","A3PUUVUDORJS8W","Approved","Fri Oct 07 16:18:49 PDT 2022","Fri Oct 07 16:18:59 PDT 2022","Wed Oct 12 16:18:59 PDT 2022","Wed Oct 12 16:19:23 PDT 2022","","","10","100% (20/20)","100% (20/20)","100% (20/20)","Write a <b>formal</b> passage about love:","Love is one of the most powerful emotions that humans can experience. It can lead us to do great and wonderful things, or it can cause us great pain. But despite its power, love is often misunderstood.<br><br>People often think of love as a feeling, something that just happens to us. But love is much more than that. Love is a decision, a choice to care for and be committed to someone else. It is an action, not just a emotion.<br><br>True love is not based on feelings alone. It is based on trust, respect, and selflessness. It is a decision to put someone else's needs and happiness above your own. It is a choice to be there for someone, no matter what.<br><br>Love is one of the most beautiful things in the world. It is worth fighting for and worth sacrificing for. It is worth everything.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","true","false","false","false",""
"3BAWBGQGZXG6W2M4VCQD3KUGA8I7V9","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","3WZ36BJEVGXH86JZT07GWOOGKVMTB4","A9HQ3E0F2AGVO","Approved","Fri Oct 07 16:19:56 PDT 2022","Fri Oct 07 16:27:06 PDT 2022","Wed Oct 12 16:27:06 PDT 2022","Wed Oct 12 16:27:23 PDT 2022","","","430","100% (273/273)","100% (18/18)","100% (18/18)","Write a <b>formal</b> passage about love:","Love is one of the most powerful emotions that humans can experience. It can lead us to do great and wonderful things, or it can cause us great pain. But despite its power, love is often misunderstood.<br><br>People often think of love as a feeling, something that just happens to us. But love is much more than that. Love is a decision, a choice to care for and be committed to someone else. It is an action, not just a emotion.<br><br>True love is not based on feelings alone. It is based on trust, respect, and selflessness. It is a decision to put someone else's needs and happiness above your own. It is a choice to be there for someone, no matter what.<br><br>Love is one of the most beautiful things in the world. It is worth fighting for and worth sacrificing for. It is worth everything.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","false","false","true","false",""
"3BAWBGQGZXG6W2M4VCQD3KUGA8I7V9","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:13 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:13 PDT 2022","","","37ZHEEHM693P7DIF14P999YM76I37B","AKQAI78JTXXC9","Approved","Fri Oct 07 16:09:22 PDT 2022","Fri Oct 07 16:11:35 PDT 2022","Wed Oct 12 16:11:35 PDT 2022","Wed Oct 12 16:12:22 PDT 2022","","","133","100% (240/240)","100% (39/39)","100% (39/39)","Write a <b>formal</b> passage about love:","Love is one of the most powerful emotions that humans can experience. It can lead us to do great and wonderful things, or it can cause us great pain. But despite its power, love is often misunderstood.<br><br>People often think of love as a feeling, something that just happens to us. But love is much more than that. Love is a decision, a choice to care for and be committed to someone else. It is an action, not just a emotion.<br><br>True love is not based on feelings alone. It is based on trust, respect, and selflessness. It is a decision to put someone else's needs and happiness above your own. It is a choice to be there for someone, no matter what.<br><br>Love is one of the most beautiful things in the world. It is worth fighting for and worth sacrificing for. It is worth everything.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","true","false","false","false",""
"3G4VVJO6QBXHMXWSSU6N1XAKU4HPKC","3XPFDBC9DIV2752ZUHP41YPB8JTR9Q","Annotate the response quality based on a prompt","Annotate the quality of a written response with regard to the style requested in the prompt.","writing, prompt, quality, rating, style","$0.11","Fri Oct 07 16:08:14 PDT 2022","3","BatchId:4894964;OriginalHitTemplateId:928390912;","480","432000","Fri Oct 14 16:08:14 PDT 2022","","","358UUM7WRCKHQF3HCUQ5R712DKYR73","A2Y2AZ8DBFU47Q","Approved","Fri Oct 07 16:14:03 PDT 2022","Fri Oct 07 16:14:31 PDT 2022","Wed Oct 12 16:14:31 PDT 2022","Wed Oct 12 16:15:22 PDT 2022","","","28","91% (32/35)","100% (17/17)","100% (17/17)","Write a <b>formal</b> passage about love:","Love is a feeling that is often described as a strong affection towards someone. It is often associated with strong feelings of happiness, joy, passion, and desire. Love can also be described as a feeling of caring and protection towards someone.","Tone","formal tone: A formal tone is an impersonal, objective, and dispassionate manner of writing or speaking.","Basic","false","false","false","true","false","no"
